,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
896,Age=Young Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Low,Education=3,EducationField=Life Sciences,EnvironmentSatisfaction=4,Gender=Male,HourlyRate=Low,JobInvolvement=1,JobLevel=1.0,JobRole=Laboratory Technician,JobSatisfaction=3,MaritalStatus=Married,MonthlyRate=High,NumCompaniesWorked=Medium,OverTime=No,PercentSalaryHike=High,PerformanceRating=4.0,RelationshipSatisfaction=3.0,StockOptionLevel=2,TotalWorkingYears=Low,TrainingTimesLastYear=2,WorkLifeBalance=3,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=Medium
897,Age=Young Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=High,Department=Research & Development,DistanceFromHome=Medium,Education=3,EducationField=Medical,EnvironmentSatisfaction=4,Gender=Male,HourlyRate=High,JobInvolvement=3,JobLevel=1.0,JobRole=Research Scientist,JobSatisfaction=4,MaritalStatus=Married,MonthlyRate=Low,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=High,PerformanceRating=4.0,RelationshipSatisfaction=4.0,StockOptionLevel=1,TotalWorkingYears=Low,TrainingTimesLastYear=3,WorkLifeBalance=2,YearsAtCompany=Medium,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=Medium
898,Age=Senior,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Medium,Education=2,EducationField=Life Sciences,EnvironmentSatisfaction=2,Gender=Male,HourlyRate=Medium,JobInvolvement=3,JobLevel=1.0,JobRole=Research Scientist,JobSatisfaction=1,MaritalStatus=Married,MonthlyRate=Low,NumCompaniesWorked=Low,OverTime=Yes,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=0,TotalWorkingYears=Medium,TrainingTimesLastYear=0,WorkLifeBalance=3,YearsAtCompany=Medium,YearsInCurrentRole=High,YearsSinceLastPromotion=High,YearsWithCurrManager=Low
899,Age=Middle-aged,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Low,Education=4,EducationField=Life Sciences,EnvironmentSatisfaction=3,Gender=Female,HourlyRate=High,JobInvolvement=3,JobLevel=2.0,JobRole=Healthcare Representative,JobSatisfaction=4,MaritalStatus=Married,MonthlyRate=Low,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=2.0,StockOptionLevel=2,TotalWorkingYears=Medium,TrainingTimesLastYear=4,WorkLifeBalance=3,YearsAtCompany=High,YearsInCurrentRole=Low,YearsSinceLastPromotion=Medium,YearsWithCurrManager=Medium
900,Age=Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Medium,Education=2,EducationField=Medical,EnvironmentSatisfaction=2,Gender=Female,HourlyRate=High,JobInvolvement=3,JobLevel=2.0,JobRole=Healthcare Representative,JobSatisfaction=3,MaritalStatus=Single,MonthlyRate=Low,NumCompaniesWorked=Medium,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=0,TotalWorkingYears=Medium,TrainingTimesLastYear=2,WorkLifeBalance=3,YearsAtCompany=Medium,YearsInCurrentRole=Low,YearsSinceLastPromotion=Medium,YearsWithCurrManager=Medium
901,Age=Middle-aged,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Medium,Education=3,EducationField=Life Sciences,EnvironmentSatisfaction=2,Gender=Female,HourlyRate=Low,JobInvolvement=3,JobLevel=2.0,JobRole=Healthcare Representative,JobSatisfaction=1,MaritalStatus=Divorced,MonthlyRate=Medium,NumCompaniesWorked=Medium,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=2.0,StockOptionLevel=1,TotalWorkingYears=High,TrainingTimesLastYear=3,WorkLifeBalance=3,YearsAtCompany=Medium,YearsInCurrentRole=Medium,YearsSinceLastPromotion=High,YearsWithCurrManager=High
902,Age=Senior,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Low,Department=Research & Development,DistanceFromHome=Medium,Education=3,EducationField=Life Sciences,EnvironmentSatisfaction=1,Gender=Male,HourlyRate=High,JobInvolvement=2,JobLevel=2.0,JobRole=Healthcare Representative,JobSatisfaction=3,MaritalStatus=Single,MonthlyRate=Medium,NumCompaniesWorked=Medium,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=0,TotalWorkingYears=High,TrainingTimesLastYear=0,WorkLifeBalance=3,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Medium,YearsWithCurrManager=Medium
903,Age=Senior,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Low,Department=Research & Development,DistanceFromHome=Medium,Education=2,EducationField=Other,EnvironmentSatisfaction=1,Gender=Female,HourlyRate=Low,JobInvolvement=3,JobLevel=3.0,JobRole=Laboratory Technician,JobSatisfaction=2,MaritalStatus=Married,MonthlyRate=High,NumCompaniesWorked=High,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=3.0,StockOptionLevel=1,TotalWorkingYears=High,TrainingTimesLastYear=3,WorkLifeBalance=2,YearsAtCompany=High,YearsInCurrentRole=High,YearsSinceLastPromotion=Low,YearsWithCurrManager=High
904,Age=Adults,Attrition=Yes,BusinessTravel=Travel_Rarely,DailyRate=High,Department=Human Resources,DistanceFromHome=Medium,Education=4,EducationField=Technical Degree,EnvironmentSatisfaction=1,Gender=Female,HourlyRate=Low,JobInvolvement=3,JobLevel=1.0,JobRole=Human Resources,JobSatisfaction=3,MaritalStatus=Married,MonthlyRate=Low,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Medium,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=0,TotalWorkingYears=Low,TrainingTimesLastYear=0,WorkLifeBalance=3,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Medium,YearsWithCurrManager=Medium
905,Age=Senior,Attrition=Yes,BusinessTravel=Travel_Frequently,DailyRate=Low,Department=Research & Development,DistanceFromHome=Low,Education=2,EducationField=Medical,EnvironmentSatisfaction=3,Gender=Male,HourlyRate=High,JobInvolvement=3,JobLevel=1.0,JobRole=Research Scientist,JobSatisfaction=2,MaritalStatus=Divorced,MonthlyRate=Medium,NumCompaniesWorked=Low,OverTime=Yes,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=3.0,StockOptionLevel=3,TotalWorkingYears=Low,TrainingTimesLastYear=2,WorkLifeBalance=2,YearsAtCompany=Medium,YearsInCurrentRole=Medium,YearsSinceLastPromotion=Medium,YearsWithCurrManager=Medium
906,Age=Middle-aged,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=High,Department=Research & Development,DistanceFromHome=Medium,Education=3,EducationField=Medical,EnvironmentSatisfaction=3,Gender=Male,HourlyRate=Low,JobInvolvement=2,JobLevel=5.0,JobRole=Research Director,JobSatisfaction=3,MaritalStatus=Single,MonthlyRate=Medium,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Medium,PerformanceRating=3.0,RelationshipSatisfaction=1.0,StockOptionLevel=0,TotalWorkingYears=High,TrainingTimesLastYear=2,WorkLifeBalance=4,YearsAtCompany=High,YearsInCurrentRole=High,YearsSinceLastPromotion=Medium,YearsWithCurrManager=High
907,Age=Young Adults,Attrition=No,BusinessTravel=Travel_Frequently,DailyRate=Low,Department=Research & Development,DistanceFromHome=High,Education=1,EducationField=Medical,EnvironmentSatisfaction=4,Gender=Male,HourlyRate=Low,JobInvolvement=3,JobLevel=1.0,JobRole=Laboratory Technician,JobSatisfaction=4,MaritalStatus=Married,MonthlyRate=Low,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=2.0,StockOptionLevel=0,TotalWorkingYears=Medium,TrainingTimesLastYear=3,WorkLifeBalance=4,YearsAtCompany=High,YearsInCurrentRole=High,YearsSinceLastPromotion=Medium,YearsWithCurrManager=High
908,Age=Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Medium,Education=5,EducationField=Medical,EnvironmentSatisfaction=4,Gender=Female,HourlyRate=Low,JobInvolvement=2,JobLevel=3.0,JobRole=Manufacturing Director,JobSatisfaction=4,MaritalStatus=Single,MonthlyRate=Medium,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=2.0,StockOptionLevel=0,TotalWorkingYears=High,TrainingTimesLastYear=2,WorkLifeBalance=2,YearsAtCompany=High,YearsInCurrentRole=High,YearsSinceLastPromotion=High,YearsWithCurrManager=High
909,Age=Middle-aged,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Low,Department=Research & Development,DistanceFromHome=Low,Education=3,EducationField=Medical,EnvironmentSatisfaction=2,Gender=Female,HourlyRate=Medium,JobInvolvement=2,JobLevel=2.0,JobRole=Laboratory Technician,JobSatisfaction=3,MaritalStatus=Married,MonthlyRate=Medium,NumCompaniesWorked=High,OverTime=No,PercentSalaryHike=High,PerformanceRating=4.0,RelationshipSatisfaction=2.0,StockOptionLevel=1,TotalWorkingYears=High,TrainingTimesLastYear=3,WorkLifeBalance=3,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=Low
910,Age=Senior,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=High,Department=Research & Development,DistanceFromHome=Medium,Education=2,EducationField=Medical,EnvironmentSatisfaction=4,Gender=Female,HourlyRate=Medium,JobInvolvement=4,JobLevel=2.0,JobRole=Manufacturing Director,JobSatisfaction=1,MaritalStatus=Divorced,MonthlyRate=High,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=3.0,StockOptionLevel=2,TotalWorkingYears=Low,TrainingTimesLastYear=3,WorkLifeBalance=3,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=Medium
911,Age=Young Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Low,Department=Research & Development,DistanceFromHome=High,Education=1,EducationField=Medical,EnvironmentSatisfaction=2,Gender=Male,HourlyRate=High,JobInvolvement=3,JobLevel=1.0,JobRole=Laboratory Technician,JobSatisfaction=1,MaritalStatus=Divorced,MonthlyRate=Low,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=2.0,StockOptionLevel=3,TotalWorkingYears=Low,TrainingTimesLastYear=2,WorkLifeBalance=4,YearsAtCompany=Medium,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=Medium
912,Age=Middle-aged,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Low,Education=1,EducationField=Medical,EnvironmentSatisfaction=4,Gender=Female,HourlyRate=Low,JobInvolvement=3,JobLevel=5.0,JobRole=Manager,JobSatisfaction=3,MaritalStatus=Married,MonthlyRate=Low,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Medium,PerformanceRating=3.0,RelationshipSatisfaction=2.0,StockOptionLevel=1,TotalWorkingYears=High,TrainingTimesLastYear=2,WorkLifeBalance=3,YearsAtCompany=High,YearsInCurrentRole=High,YearsSinceLastPromotion=High,YearsWithCurrManager=High
913,Age=Young Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=High,Department=Research & Development,DistanceFromHome=Medium,Education=1,EducationField=Medical,EnvironmentSatisfaction=1,Gender=Female,HourlyRate=Medium,JobInvolvement=2,JobLevel=1.0,JobRole=Laboratory Technician,JobSatisfaction=4,MaritalStatus=Divorced,MonthlyRate=Low,NumCompaniesWorked=High,OverTime=No,PercentSalaryHike=Medium,PerformanceRating=3.0,RelationshipSatisfaction=3.0,StockOptionLevel=3,TotalWorkingYears=Medium,TrainingTimesLastYear=5,WorkLifeBalance=3,YearsAtCompany=Low,YearsInCurrentRole=Medium,YearsSinceLastPromotion=Low,YearsWithCurrManager=Medium
914,Age=Senior,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Low,Education=2,EducationField=Technical Degree,EnvironmentSatisfaction=4,Gender=Male,HourlyRate=Medium,JobInvolvement=4,JobLevel=1.0,JobRole=Laboratory Technician,JobSatisfaction=2,MaritalStatus=Single,MonthlyRate=Medium,NumCompaniesWorked=High,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=3.0,StockOptionLevel=0,TotalWorkingYears=Low,TrainingTimesLastYear=4,WorkLifeBalance=2,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=Low
915,Age=Senior,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Low,Department=Research & Development,DistanceFromHome=High,Education=4,EducationField=Medical,EnvironmentSatisfaction=4,Gender=Female,HourlyRate=High,JobInvolvement=3,JobLevel=2.0,JobRole=Manufacturing Director,JobSatisfaction=1,MaritalStatus=Divorced,MonthlyRate=High,NumCompaniesWorked=High,OverTime=Yes,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=2.0,StockOptionLevel=2,TotalWorkingYears=Medium,TrainingTimesLastYear=4,WorkLifeBalance=3,YearsAtCompany=Medium,YearsInCurrentRole=Medium,YearsSinceLastPromotion=Low,YearsWithCurrManager=Medium
916,Age=Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Medium,Education=3,EducationField=Medical,EnvironmentSatisfaction=4,Gender=Female,HourlyRate=Low,JobInvolvement=3,JobLevel=2.0,JobRole=Healthcare Representative,JobSatisfaction=4,MaritalStatus=Married,MonthlyRate=Medium,NumCompaniesWorked=Low,OverTime=Yes,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=3.0,StockOptionLevel=2,TotalWorkingYears=Medium,TrainingTimesLastYear=2,WorkLifeBalance=1,YearsAtCompany=High,YearsInCurrentRole=High,YearsSinceLastPromotion=High,YearsWithCurrManager=Medium
917,Age=Middle-aged,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Low,Department=Research & Development,DistanceFromHome=High,Education=1,EducationField=Life Sciences,EnvironmentSatisfaction=3,Gender=Female,HourlyRate=Medium,JobInvolvement=2,JobLevel=3.0,JobRole=Healthcare Representative,JobSatisfaction=3,MaritalStatus=Married,MonthlyRate=High,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=High,PerformanceRating=3.0,RelationshipSatisfaction=1.0,StockOptionLevel=1,TotalWorkingYears=High,TrainingTimesLastYear=4,WorkLifeBalance=2,YearsAtCompany=High,YearsInCurrentRole=High,YearsSinceLastPromotion=Low,YearsWithCurrManager=High
918,Age=Young Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=High,Department=Research & Development,DistanceFromHome=Low,Education=3,EducationField=Life Sciences,EnvironmentSatisfaction=3,Gender=Female,HourlyRate=High,JobInvolvement=3,JobLevel=1.0,JobRole=Research Scientist,JobSatisfaction=2,MaritalStatus=Single,MonthlyRate=High,NumCompaniesWorked=Low,OverTime=Yes,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=2.0,StockOptionLevel=0,TotalWorkingYears=Low,TrainingTimesLastYear=2,WorkLifeBalance=2,YearsAtCompany=Low,YearsInCurrentRole=Medium,YearsSinceLastPromotion=Low,YearsWithCurrManager=Medium
919,Age=Young Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Low,Education=3,EducationField=Life Sciences,EnvironmentSatisfaction=1,Gender=Female,HourlyRate=Medium,JobInvolvement=3,JobLevel=2.0,JobRole=Manufacturing Director,JobSatisfaction=3,MaritalStatus=Married,MonthlyRate=Low,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=2,TotalWorkingYears=Low,TrainingTimesLastYear=3,WorkLifeBalance=3,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=Medium
920,Age=Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=High,Department=Research & Development,DistanceFromHome=High,Education=4,EducationField=Medical,EnvironmentSatisfaction=3,Gender=Female,HourlyRate=Low,JobInvolvement=3,JobLevel=1.0,JobRole=Laboratory Technician,JobSatisfaction=1,MaritalStatus=Married,MonthlyRate=Medium,NumCompaniesWorked=Medium,OverTime=Yes,PercentSalaryHike=Medium,PerformanceRating=3.0,RelationshipSatisfaction=3.0,StockOptionLevel=1,TotalWorkingYears=Low,TrainingTimesLastYear=3,WorkLifeBalance=3,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Medium,YearsWithCurrManager=Medium
921,Age=Young Adults,Attrition=Yes,BusinessTravel=Travel_Frequently,DailyRate=High,Department=Research & Development,DistanceFromHome=Medium,Education=3,EducationField=Life Sciences,EnvironmentSatisfaction=1,Gender=Female,HourlyRate=Medium,JobInvolvement=3,JobLevel=1.0,JobRole=Laboratory Technician,JobSatisfaction=3,MaritalStatus=Married,MonthlyRate=Medium,NumCompaniesWorked=Low,OverTime=Yes,PercentSalaryHike=Medium,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=1,TotalWorkingYears=Low,TrainingTimesLastYear=4,WorkLifeBalance=3,YearsAtCompany=Medium,YearsInCurrentRole=Medium,YearsSinceLastPromotion=Low,YearsWithCurrManager=Medium
922,Age=Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Sales,DistanceFromHome=Low,Education=2,EducationField=Life Sciences,EnvironmentSatisfaction=2,Gender=Male,HourlyRate=Medium,JobInvolvement=3,JobLevel=2.0,JobRole=Sales Executive,JobSatisfaction=4,MaritalStatus=Married,MonthlyRate=Low,NumCompaniesWorked=Low,OverTime=Yes,PercentSalaryHike=Medium,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=1,TotalWorkingYears=High,TrainingTimesLastYear=1,WorkLifeBalance=2,YearsAtCompany=High,YearsInCurrentRole=High,YearsSinceLastPromotion=Medium,YearsWithCurrManager=High
923,Age=Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Medium,Education=4,EducationField=Life Sciences,EnvironmentSatisfaction=4,Gender=Male,HourlyRate=Low,JobInvolvement=3,JobLevel=2.0,JobRole=Laboratory Technician,JobSatisfaction=4,MaritalStatus=Divorced,MonthlyRate=Low,NumCompaniesWorked=Medium,OverTime=No,PercentSalaryHike=High,PerformanceRating=4.0,RelationshipSatisfaction=4.0,StockOptionLevel=1,TotalWorkingYears=Medium,TrainingTimesLastYear=3,WorkLifeBalance=2,YearsAtCompany=Medium,YearsInCurrentRole=High,YearsSinceLastPromotion=Low,YearsWithCurrManager=High
924,Age=Adults,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Low,Department=Sales,DistanceFromHome=Low,Education=4,EducationField=Marketing,EnvironmentSatisfaction=2,Gender=Male,HourlyRate=Medium,JobInvolvement=4,JobLevel=2.0,JobRole=Sales Executive,JobSatisfaction=4,MaritalStatus=Divorced,MonthlyRate=Medium,NumCompaniesWorked=Low,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=1,TotalWorkingYears=High,TrainingTimesLastYear=2,WorkLifeBalance=2,YearsAtCompany=High,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=High
925,Age=Young Adults,Attrition=Yes,BusinessTravel=Travel_Rarely,DailyRate=Low,Department=Sales,DistanceFromHome=High,Education=1,EducationField=Marketing,EnvironmentSatisfaction=4,Gender=Male,HourlyRate=Low,JobInvolvement=3,JobLevel=1.0,JobRole=Sales Representative,JobSatisfaction=3,MaritalStatus=Single,MonthlyRate=High,NumCompaniesWorked=Low,OverTime=Yes,PercentSalaryHike=High,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=0,TotalWorkingYears=Low,TrainingTimesLastYear=2,WorkLifeBalance=2,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=Low
926,Age=Senior,Attrition=No,BusinessTravel=Travel_Rarely,DailyRate=Medium,Department=Research & Development,DistanceFromHome=Medium,Education=4,EducationField=Life Sciences,EnvironmentSatisfaction=2,Gender=Male,HourlyRate=High,JobInvolvement=3,JobLevel=3.0,JobRole=Healthcare Representative,JobSatisfaction=2,MaritalStatus=Single,MonthlyRate=Medium,NumCompaniesWorked=High,OverTime=No,PercentSalaryHike=High,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=0,TotalWorkingYears=High,TrainingTimesLastYear=4,WorkLifeBalance=3,YearsAtCompany=Medium,YearsInCurrentRole=High,YearsSinceLastPromotion=Medium,YearsWithCurrManager=Low
927,Age=Senior,Attrition=Yes,BusinessTravel=Travel_Frequently,DailyRate=Medium,Department=Sales,DistanceFromHome=Low,Education=4,EducationField=Other,EnvironmentSatisfaction=4,Gender=Male,HourlyRate=High,JobInvolvement=3,JobLevel=2.0,JobRole=Sales Executive,JobSatisfaction=3,MaritalStatus=Single,MonthlyRate=Medium,NumCompaniesWorked=Medium,OverTime=Yes,PercentSalaryHike=Medium,PerformanceRating=3.0,RelationshipSatisfaction=4.0,StockOptionLevel=0,TotalWorkingYears=Low,TrainingTimesLastYear=4,WorkLifeBalance=3,YearsAtCompany=Low,YearsInCurrentRole=Low,YearsSinceLastPromotion=Low,YearsWithCurrManager=Low
928,Age=Adults,Attrition=No,BusinessTravel=Travel_Frequently,DailyRate=Low,Department=Research & Development,DistanceFromHome=High,Education=3,EducationField=Medical,EnvironmentSatisfaction=3,Gender=Female,HourlyRate=Low,JobInvolvement=3,JobLevel=2.0,JobRole=Laboratory Technician,JobSatisfaction=2,MaritalStatus=Divorced,MonthlyRate=High,NumCompaniesWorked=High,OverTime=No,PercentSalaryHike=Low,PerformanceRating=3.0,RelationshipSatisfaction=3.0,StockOptionLevel=2,TotalWorkingYears=High,TrainingTimesLastYear=2,WorkLifeBalance=4,YearsAtCompany=High,YearsInCurrentRole=High,YearsSinceLastPromotion=Medium,YearsWithCurrManager=High
